index,AL,AT,BA,BE,BG,CH,CY,CZ,DE_LU,DK_1,DK_2,EE,ES,FI,FR,GB,GE,GR,HR,HU,IE,IS,IT,IT_BRNN,IT_CALA,IT_CNOR,IT_CSUD,IT_FOGN,IT_NORD,IT_PRGP,IT_ROSN,IT_SARD,IT_SICI,IT_SUD,LT,LV,MD,ME,MK,MT,NL,NO_1,NO_2,NO_3,NO_4,NO_5,PL,PT,RO,RS,SE_1,SE_2,SE_3,SE_4,SI,SK,TR,UA,UA_BEI,UA_IPS,XK
2023-01-01 00:00:00+01:00,,12.06,,-4.39,20.02,0.03,,4.84,-5.17,2.01,2.01,2.01,0.0,2.01,0.0,,,230.9,15.36,19.76,166.1,,,,195.9,195.9,195.9,,195.9,,,195.9,195.9,195.9,2.01,2.01,,,,,-3.61,119.32,119.32,23.35,23.35,119.32,18.09,0.0,20.02,19.06,2.01,2.01,2.01,2.01,13.31,20.26,,,,,
2023-01-01 01:00:00+01:00,,-0.1,,-1.75,0.18,-7.25,,-0.35,-1.07,1.38,1.38,1.38,0.0,1.38,-0.1,,,268.19,0.01,0.19,160.38,,,,191.09,191.09,191.09,,191.09,,,191.09,191.09,191.09,1.38,1.38,,,,,-1.46,108.83,108.83,23.28,23.28,108.83,5.75,0.0,0.18,10.98,1.38,1.38,1.38,1.38,-0.07,0.33,,,,,
2023-01-01 02:00:00+01:00,,-0.66,,-1.46,0.01,-3.99,,-0.97,-1.47,0.09,0.09,0.09,0.0,0.09,-1.33,,,229.58,-0.3,0.07,157.75,,,,187.95,187.95,187.95,,187.95,,,187.95,187.95,187.95,0.09,0.09,,,,,-1.52,102.39,102.39,23.37,23.37,102.39,5.27,0.0,0.01,5.03,0.09,0.09,0.09,0.09,-0.47,0.5,,,,,
2023-01-01 03:00:00+01:00,,-1.99,,-5.27,0.01,-7.71,,-1.93,-5.08,0.08,0.08,0.08,0.0,0.08,-4.08,,,235.98,-1.05,0.01,147.5,,,,187.82,187.82,187.82,,187.82,,,187.82,187.82,187.82,0.08,0.08,,,,,-5.0,92.36,92.36,23.67,23.67,92.36,5.74,0.0,0.01,5.0,0.08,0.08,0.08,0.08,-1.56,0.5,,,,,
2023-01-01 04:00:00+01:00,,-2.42,,-4.41,0.01,-9.71,,-3.07,-4.49,0.05,0.05,0.05,0.0,0.05,-4.16,,,234.28,-1.45,-0.77,144.71,,,,187.74,187.74,187.74,,187.74,,,187.74,187.74,187.74,0.05,0.05,,,,,-4.6,82.66,82.66,24.12,24.12,82.66,5.22,0.0,0.01,4.46,0.05,0.05,0.05,0.05,-1.94,0.1,,,,,
2023-01-01 05:00:00+01:00,,-1.86,,-5.4,0.01,-15.15,,-1.86,-5.4,0.0,0.08,0.08,0.0,0.08,-3.58,,,237.63,-0.95,0.01,144.71,,,,187.74,187.74,187.74,,187.74,,,187.74,187.74,187.74,0.08,0.08,,,,,-4.05,79.58,79.58,32.24,24.67,80.58,6.14,0.0,0.01,3.0,0.08,0.08,0.08,0.08,-1.42,0.72,,,,,
2023-01-01 06:00:00+01:00,,-3.35,,-4.69,0.01,-14.33,,-3.44,-5.02,-0.38,0.09,0.09,0.0,0.09,-4.37,,,239.66,-2.53,-2.56,142.53,,,,187.22,187.22,187.22,,187.22,,,187.22,187.22,187.22,0.09,0.09,,,,,-3.6,77.65,77.65,35.93,24.54,77.65,5.31,0.0,0.0,9.07,0.09,0.09,0.09,0.09,-2.97,-2.45,,,,,
2023-01-01 07:00:00+01:00,,0.0,,-1.31,0.01,-0.66,,-0.47,-1.3,0.0,0.53,0.53,0.0,0.53,-0.12,,,231.88,-0.09,0.02,136.3,,,,187.82,187.82,187.82,,187.82,,,187.82,187.82,187.82,0.53,0.53,,,,,0.0,66.27,66.27,42.78,24.69,66.27,5.99,0.0,0.01,4.07,0.53,0.53,0.53,0.53,-0.12,0.04,,,,,
2023-01-01 08:00:00+01:00,,-0.22,,-1.57,0.29,0.02,,-0.3,-1.44,0.0,2.03,2.03,0.0,2.03,-0.06,,,186.47,0.03,0.3,149.86,,,,186.47,186.47,186.47,,186.47,,,186.47,186.47,186.47,2.03,2.03,,,,,0.0,80.89,80.89,47.7,24.84,80.89,6.63,0.0,0.29,10.25,2.03,2.03,2.03,2.03,-0.06,0.48,,,,,
2023-01-01 09:00:00+01:00,,0.29,,-1.03,0.93,-1.23,,0.26,-1.09,0.04,3.1,3.1,0.0,3.1,0.0,,,186.47,0.6,0.95,160.0,,,,186.47,186.47,186.47,,186.47,,,186.47,186.47,186.47,3.1,3.1,,,,,0.0,93.73,93.73,53.38,25.18,93.73,6.64,0.0,0.93,12.09,3.1,3.1,3.1,3.1,0.47,1.19,,,,,
2023-01-01 10:00:00+01:00,,0.73,,-0.23,1.57,-6.11,,0.69,-1.07,0.8,4.43,4.43,0.0,4.43,0.0,,,177.25,1.13,1.6,175.0,,,,177.25,177.25,177.25,,177.25,,,177.25,177.25,177.25,4.43,4.43,,,,,0.99,106.05,106.05,59.34,25.47,106.05,5.17,0.0,1.57,20.96,4.43,4.43,4.43,4.43,0.94,1.91,,,,,
2023-01-01 11:00:00+01:00,,1.14,,-0.74,2.27,0.28,,1.17,-1.07,0.08,6.06,6.06,0.0,6.06,0.0,,,168.5,1.66,2.32,189.82,,,,168.5,168.5,168.5,,168.5,,,168.5,168.5,168.5,6.06,6.06,,,,,0.58,116.28,116.28,61.66,25.6,116.28,8.53,0.0,2.27,28.35,6.06,6.06,6.06,6.06,1.41,2.74,,,,,
2023-01-01 12:00:00+01:00,,1.34,,-0.57,2.4,2.96,,1.34,-0.79,0.04,6.06,6.06,0.0,6.06,0.0,,,84.9,1.83,2.43,189.92,,,,173.0,173.0,173.0,,173.0,,,173.0,173.0,173.0,6.06,6.06,,,,,0.04,120.02,120.02,64.91,25.49,120.02,10.72,0.0,2.4,30.03,6.06,6.06,6.06,6.06,1.59,2.79,,,,,
2023-01-01 13:00:00+01:00,,1.53,,-0.12,2.49,-0.79,,1.53,-0.27,0.0,5.68,5.68,0.1,5.68,0.1,,,81.95,2.13,2.56,198.4,,,,165.89,165.89,165.89,,165.89,,,165.89,165.89,165.89,5.68,5.68,,,,,0.0,122.17,122.17,71.03,25.5,122.17,14.06,0.1,2.49,31.04,5.68,5.68,5.68,5.68,1.78,2.76,,,,,
2023-01-01 14:00:00+01:00,,5.78,,0.85,9.7,3.06,,5.78,0.85,0.85,17.71,17.71,0.1,17.71,1.5,,,179.73,7.89,9.96,201.87,,,,179.73,179.73,179.73,,179.73,,,179.73,179.73,179.73,17.71,17.71,,,,,0.85,120.11,120.11,73.11,25.65,120.11,56.41,0.1,9.7,29.64,17.71,17.71,17.71,17.71,6.41,9.96,,,,,
2023-01-01 15:00:00+01:00,,23.85,,23.5,23.86,9.53,,23.72,23.53,23.53,24.11,24.11,0.01,24.11,23.5,,,295.0,23.79,23.87,206.0,,,,188.06,188.06,188.06,,188.06,,,188.06,188.06,188.06,24.11,24.11,,,,,23.53,120.71,120.71,77.13,25.47,120.71,91.66,0.01,23.86,62.45,24.11,24.11,24.11,24.11,23.76,23.87,,,,,
2023-01-01 16:00:00+01:00,,36.54,,36.54,36.54,19.95,,36.54,36.54,36.54,36.54,36.54,1.0,36.54,36.54,,,348.15,36.54,36.54,195.0,,,,193.67,193.67,193.67,,193.67,,,193.67,193.67,193.67,36.54,36.54,,,,,36.54,121.98,121.98,75.32,36.54,121.98,97.81,1.0,36.54,150.02,36.54,36.54,36.54,36.54,36.54,36.54,,,,,
2023-01-01 17:00:00+01:00,,46.03,,46.03,46.03,30.46,,46.03,46.03,46.03,46.03,46.03,4.16,46.03,46.03,,,322.34,46.03,46.03,221.0,,,,213.36,213.36,213.36,,213.36,,,213.36,213.36,213.36,46.03,46.03,,,,,46.03,122.16,122.16,70.82,46.03,122.16,102.08,4.16,46.03,137.86,46.03,46.03,46.03,46.03,46.03,46.03,,,,,
2023-01-01 18:00:00+01:00,,52.71,,36.64,53.22,34.39,,53.99,55.57,55.57,55.57,54.23,15.1,54.23,44.43,,,301.65,52.59,53.35,255.0,,,,229.99,229.99,229.99,,229.99,,,229.99,229.99,229.99,54.23,54.23,,,,,99.9,121.77,121.77,63.68,54.23,121.77,106.34,15.1,53.22,127.54,54.23,54.23,54.23,54.23,52.31,53.68,,,,,
2023-01-01 19:00:00+01:00,,54.95,,54.95,54.95,35.15,,54.95,54.95,54.95,54.95,53.63,19.51,53.63,54.95,,,353.15,54.95,54.95,240.2,,,,243.42,243.42,243.42,,243.42,,,243.42,243.42,243.42,53.63,53.63,,,,,54.95,121.01,121.01,60.37,53.63,121.01,108.73,19.51,54.95,127.04,53.63,53.63,53.63,53.63,54.95,54.95,,,,,
2023-01-01 20:00:00+01:00,,49.05,,45.83,49.06,29.57,,49.16,49.23,49.23,49.23,48.05,24.61,48.05,47.38,,,363.15,48.99,49.08,210.37,,,,235.0,235.0,235.0,,235.0,,,235.0,235.0,235.0,48.05,48.05,,,,,62.0,120.4,120.4,50.96,48.05,120.4,106.65,24.61,49.06,76.02,48.05,48.05,48.05,48.05,48.96,49.11,,,,,
2023-01-01 21:00:00+01:00,,44.14,,36.57,44.27,24.92,,44.56,44.99,44.99,44.99,44.68,40.07,44.68,40.24,,,283.56,44.03,44.32,198.31,,,,203.25,203.25,203.25,,203.25,,,203.25,203.25,203.25,44.68,44.68,,,,,52.93,119.6,119.6,48.59,44.68,119.6,107.42,40.07,44.27,51.02,44.68,44.68,44.68,44.68,43.94,44.43,,,,,
2023-01-01 22:00:00+01:00,,45.96,,45.96,45.96,20.72,,45.96,45.96,45.96,45.96,45.96,40.07,45.96,45.96,,,237.97,45.96,45.96,190.97,,,,190.85,190.85,190.85,,190.85,,,190.85,190.85,190.85,45.96,45.96,,,,,45.96,116.24,116.24,49.98,45.96,116.24,103.81,40.07,45.96,41.02,45.96,45.96,45.96,45.96,45.96,45.96,,,,,
2023-01-01 23:00:00+01:00,,35.0,,35.0,35.0,13.46,,35.0,35.0,35.0,35.0,35.0,16.0,35.0,35.0,,,230.59,35.0,35.0,176.55,,,,187.28,187.28,187.28,,187.28,,,187.28,187.28,187.28,35.0,35.0,,,,,35.0,115.45,115.45,54.01,35.0,115.45,90.35,16.0,35.0,35.95,35.0,35.0,35.0,35.0,35.0,35.0,,,,,
2023-01-02 00:00:00+01:00,,82.06,,69.92,66.78,40.37,,63.02,57.91,57.91,57.91,57.91,61.38,57.91,61.38,,,187.27,67.65,66.75,180.0,,,,187.27,187.27,187.27,,187.27,,,187.27,187.27,187.27,57.91,57.91,,,,,109.9,119.96,119.96,72.14,49.61,119.96,96.87,61.38,66.78,100.9,57.91,57.91,57.91,57.91,67.96,65.21,,,,,
2023-01-02 01:00:00+01:00,,73.03,,59.14,59.3,29.23,,56.08,51.67,51.67,51.67,51.67,42.17,51.67,52.68,,,187.2,60.01,59.31,200.0,,,,187.2,187.2,187.2,,187.2,,,187.2,187.2,187.2,51.67,51.67,,,,,94.9,119.19,119.19,72.13,51.67,119.19,96.07,42.17,59.3,76.99,51.67,51.67,51.67,51.67,60.17,57.98,,,,,
2023-01-02 02:00:00+01:00,,52.93,,52.93,52.93,22.28,,52.93,52.93,52.93,52.86,52.86,42.0,52.86,52.93,,,180.0,52.93,52.93,200.24,,,,180.0,180.0,180.0,,180.0,,,180.0,180.0,180.0,52.86,52.86,,,,,52.93,118.18,118.18,72.45,52.86,118.18,94.8,42.0,52.93,59.94,52.86,52.86,52.86,52.86,52.93,52.93,,,,,
2023-01-02 03:00:00+01:00,,46.12,,42.59,44.67,14.17,,44.39,44.09,44.16,44.16,44.16,42.07,44.16,42.75,,,180.0,44.68,44.69,180.64,,,,180.0,180.0,180.0,,180.0,,,180.0,180.0,180.0,44.16,44.16,,,,,44.16,118.11,118.11,71.76,44.16,118.11,94.86,42.07,44.67,20.84,44.16,44.16,44.16,44.16,44.64,44.59,,,,,
2023-01-02 04:00:00+01:00,,50.08,,50.08,50.08,24.94,,50.08,50.08,50.08,50.08,50.08,42.17,50.08,50.08,,,185.89,50.08,50.08,165.0,,,,185.89,185.89,185.89,,185.89,,,185.89,185.89,185.89,50.08,50.08,,,,,50.08,119.99,119.99,72.96,50.08,119.99,96.87,42.17,50.08,26.03,50.08,50.08,50.08,50.08,50.08,50.08,,,,,
2023-01-02 05:00:00+01:00,,78.1,,69.72,72.53,48.84,,71.36,69.72,77.09,70.73,70.73,63.22,70.73,67.91,,,271.87,72.69,72.57,154.27,,,,185.89,185.89,185.89,,185.89,,,185.89,185.89,185.89,70.73,70.73,,,,,77.09,117.74,117.74,74.17,49.61,117.74,96.99,63.22,72.53,76.96,70.73,70.73,70.73,70.73,72.65,72.11,,,,,
2023-01-02 06:00:00+01:00,,105.08,,105.08,105.08,74.52,,105.08,105.08,105.08,104.08,105.08,85.0,102.56,105.08,,,348.77,105.08,105.08,158.75,,,,198.85,198.85,198.85,,198.85,,,198.85,198.85,198.85,105.08,105.08,,,,,105.08,121.73,121.73,102.56,57.29,121.73,140.48,85.0,105.08,100.95,102.56,102.56,102.56,102.56,105.08,105.08,,,,,
2023-01-02 07:00:00+01:00,,140.64,,140.64,140.64,112.32,,140.64,140.64,140.64,140.64,138.19,105.36,138.19,140.64,,,353.77,140.64,140.64,177.29,,,,202.72,202.72,202.72,,202.72,,,202.72,202.72,202.72,138.19,138.19,,,,,140.64,138.19,138.19,112.43,75.35,138.19,140.64,105.36,140.64,135.07,112.43,112.43,138.19,138.19,140.64,140.64,,,,,
2023-01-02 08:00:00+01:00,,147.08,,151.89,146.73,123.03,,146.39,145.98,145.98,145.98,145.98,131.0,145.98,149.8,,,231.0,146.98,146.67,163.46,,,,213.36,213.36,213.36,,213.36,,,213.36,213.36,213.36,145.98,145.98,,,,,162.44,145.98,145.98,111.29,83.22,145.98,145.98,119.46,146.73,123.39,111.29,111.29,145.98,145.98,147.15,146.51,,,,,
2023-01-02 09:00:00+01:00,,149.23,,158.84,148.55,125.92,,147.87,147.05,147.05,147.05,147.05,131.58,147.05,154.66,,,203.99,149.04,148.42,184.31,,,,203.99,203.99,203.99,,203.99,,,203.99,203.99,203.99,147.05,147.05,,,,,180.0,148.95,148.95,114.94,88.91,148.95,147.05,120.14,148.55,127.1,114.94,114.94,147.05,147.05,149.37,148.09,,,,,
2023-01-02 10:00:00+01:00,,145.61,,145.61,145.61,127.31,,145.61,145.61,145.61,145.61,145.61,127.0,145.61,145.61,,,196.23,145.61,145.61,200.56,,,,196.23,196.23,196.23,,196.23,,,196.23,196.23,196.23,145.61,145.61,,,,,145.61,149.96,149.96,114.95,89.6,149.96,145.61,121.21,145.61,130.52,114.95,114.95,145.61,145.61,145.61,145.61,,,,,
2023-01-02 11:00:00+01:00,,143.35,,143.35,143.35,125.47,,143.35,143.35,143.35,143.35,143.35,126.07,143.35,143.35,,,188.89,143.35,143.35,205.01,,,,188.89,194.63,194.63,,194.63,,,194.63,188.89,188.89,143.35,143.35,,,,,143.35,147.63,147.63,117.56,94.21,147.63,143.35,125.0,143.35,135.01,117.56,117.56,143.35,143.35,143.35,143.35,,,,,
2023-01-02 12:00:00+01:00,,144.38,,144.38,144.38,129.43,,144.38,144.38,144.38,144.38,144.38,127.0,144.38,144.38,,,187.91,144.38,144.38,207.57,,,,187.91,194.47,187.91,,194.47,,,187.91,187.91,187.91,144.38,144.38,,,,,144.38,148.69,148.69,131.27,95.21,148.69,144.38,126.75,144.38,130.09,131.27,131.27,144.38,144.38,144.38,144.38,,,,,
2023-01-02 13:00:00+01:00,,143.76,,143.76,143.76,120.34,,143.76,143.76,143.76,143.76,143.76,130.0,143.76,143.76,,,188.89,143.76,143.76,208.56,,,,188.89,193.75,188.89,,193.75,,,188.89,188.89,188.89,143.76,143.76,,,,,143.76,148.06,148.06,143.76,95.23,148.06,143.76,126.75,143.76,129.67,143.76,143.76,143.76,143.76,143.76,143.76,,,,,
2023-01-02 14:00:00+01:00,,148.2,,148.2,148.2,132.27,,148.2,148.2,148.2,148.2,148.2,131.0,148.2,148.2,,,203.7,148.2,148.2,199.0,,,,195.74,195.74,195.74,,195.74,,,195.74,195.74,195.74,148.2,148.2,,,,,148.2,152.44,152.44,148.2,114.26,152.44,146.09,128.0,148.2,126.68,148.2,148.2,148.2,148.2,148.2,148.2,,,,,
2023-01-02 15:00:00+01:00,,155.34,,155.34,155.34,136.2,,155.34,155.34,155.34,155.34,155.34,128.0,155.34,155.34,,,363.77,155.34,155.34,193.5,,,,199.09,199.09,199.09,,199.09,,,199.09,199.09,199.09,155.34,155.34,,,,,155.34,155.34,155.34,155.34,114.19,155.34,145.86,128.0,155.34,139.71,155.34,155.34,155.34,155.34,155.34,155.34,,,,,
2023-01-02 16:00:00+01:00,,163.0,,163.3,163.8,145.91,,162.79,162.89,162.89,162.89,162.89,131.88,162.89,163.17,,,348.77,163.34,163.98,184.31,,,,206.21,206.21,206.21,,206.21,,,206.21,206.21,206.21,162.89,162.89,,,,,164.0,162.89,162.89,162.89,95.8,162.89,146.63,129.0,163.8,151.06,162.89,162.89,162.89,162.89,163.17,163.13,,,,,
2023-01-02 17:00:00+01:00,,171.32,,175.81,170.77,153.85,,170.45,170.0,170.0,170.0,170.0,160.0,170.0,173.8,,,363.77,171.01,170.71,195.0,,,,262.0,262.0,262.0,,262.0,,,262.0,262.0,262.0,170.0,170.0,,,,,185.68,170.0,170.0,170.0,94.27,170.0,145.28,140.0,170.77,175.36,170.0,170.0,170.0,170.0,171.18,170.55,,,,,
2023-01-02 18:00:00+01:00,,174.74,,174.74,174.74,161.43,,174.74,174.74,174.74,174.74,174.74,174.74,174.74,174.74,,,301.24,174.74,174.74,210.49,,,,247.0,247.0,247.0,,247.0,,,247.0,247.0,247.0,174.74,174.74,,,,,174.74,174.74,174.74,174.74,94.23,174.74,145.43,174.74,174.74,180.06,174.74,174.74,174.74,174.74,174.74,174.74,,,,,
2023-01-02 19:00:00+01:00,,164.9,,166.45,164.72,154.75,,164.6,164.46,164.46,164.46,164.46,165.76,164.46,165.76,,,353.77,164.8,164.69,188.62,,,,250.0,250.0,250.0,,250.0,,,250.0,250.0,250.0,164.46,164.46,,,,,169.9,164.46,164.46,164.46,94.26,164.46,145.54,165.76,164.72,170.09,164.46,164.46,164.46,164.46,164.86,164.64,,,,,
2023-01-02 20:00:00+01:00,,153.0,,153.0,153.0,148.62,,153.0,153.0,153.0,153.0,153.0,153.0,153.0,153.0,,,358.77,153.0,153.0,166.97,,,,210.95,210.95,210.95,,210.95,,,210.95,210.95,210.95,153.0,153.0,,,,,153.0,153.0,153.0,153.0,94.19,153.0,147.23,153.0,153.0,153.07,153.0,153.0,153.0,153.0,153.0,153.0,,,,,
2023-01-02 21:00:00+01:00,,141.67,,141.67,141.67,134.97,,141.67,141.67,141.67,141.67,141.67,141.67,141.67,141.67,,,284.53,141.67,141.67,139.6,,,,199.09,199.09,199.09,,199.09,,,199.09,199.09,199.09,141.67,141.67,,,,,141.67,141.94,141.94,141.67,89.56,141.94,141.67,141.67,141.67,170.04,141.67,141.67,141.67,141.67,141.67,141.67,,,,,
2023-01-02 22:00:00+01:00,,134.91,,134.91,134.91,121.01,,134.91,134.91,134.91,131.67,131.67,134.91,131.67,134.91,,,268.66,134.91,134.91,155.0,,,,194.47,194.47,194.47,,194.47,,,194.47,194.47,194.47,131.67,131.67,,,,,134.91,137.72,137.72,131.67,86.36,137.72,137.54,134.91,134.91,150.08,131.67,131.67,131.67,131.67,134.91,134.91,,,,,
2023-01-02 23:00:00+01:00,,124.22,,124.22,124.22,112.1,,124.22,124.22,124.22,118.06,118.06,124.22,118.06,124.22,,,262.99,124.22,124.22,97.52,,,,185.0,185.0,185.0,,185.0,,,185.0,185.0,185.0,118.06,118.06,,,,,124.22,129.7,129.7,118.06,83.26,129.7,124.22,124.22,124.22,148.05,118.06,118.06,118.06,118.06,124.22,124.22,,,,,
2023-01-03 00:00:00+01:00,,130.01,,130.01,130.01,119.17,,130.01,130.01,130.01,78.81,78.81,130.01,78.81,130.01,,,349.17,130.01,130.01,127.98,,,,170.77,170.77,170.77,,170.77,,,170.77,170.77,170.77,78.81,78.81,,,,,130.01,134.04,134.04,89.61,52.21,134.04,130.01,130.01,130.01,146.58,78.81,78.81,78.81,78.81,130.01,130.01,,,,,
2023-01-03 01:00:00+01:00,,120.0,,120.0,120.0,113.38,,120.0,120.0,120.0,73.93,73.93,120.0,73.93,120.0,,,274.1,120.0,120.0,127.98,,,,148.89,148.89,148.89,,148.89,,,148.89,148.89,148.89,73.93,73.93,,,,,120.0,123.97,123.97,82.35,52.17,123.97,120.0,120.0,120.0,135.23,73.93,73.93,73.93,73.93,120.0,120.0,,,,,
2023-01-03 02:00:00+01:00,,118.76,,118.76,118.76,108.94,,118.76,118.76,118.76,73.94,73.94,118.76,73.94,118.76,,,271.25,118.76,118.76,127.98,,,,120.0,120.0,120.0,,120.0,,,120.0,120.0,120.0,73.94,73.94,,,,,118.76,122.56,122.56,80.36,51.04,122.56,118.76,118.76,118.76,119.97,73.94,73.94,73.94,73.94,118.76,118.76,,,,,
2023-01-03 03:00:00+01:00,,115.0,,115.0,115.0,101.05,,115.0,115.0,115.0,71.44,71.44,115.0,71.44,115.0,,,172.78,115.0,115.0,91.83,,,,115.0,115.0,115.0,,115.0,,,115.0,115.0,115.0,71.44,71.44,,,,,115.0,118.8,118.8,80.02,50.68,118.8,115.0,115.0,115.0,119.94,71.44,71.44,71.44,71.44,115.0,115.0,,,,,
2023-01-03 04:00:00+01:00,,113.63,,113.63,113.63,105.86,,113.63,113.63,113.63,72.33,72.33,113.63,72.33,113.63,,,272.85,113.63,113.63,94.42,,,,113.63,113.63,113.63,,113.63,,,113.63,113.63,113.63,72.33,72.33,,,,,113.63,117.39,117.39,80.32,52.17,117.39,113.63,113.63,113.63,119.95,72.33,72.33,72.33,72.33,113.63,113.63,,,,,
2023-01-03 05:00:00+01:00,,116.27,,116.27,116.27,119.07,,116.27,116.27,116.27,77.14,77.14,116.27,77.14,116.27,,,354.17,116.27,116.27,116.68,,,,148.89,148.89,148.89,,148.89,,,148.89,148.89,148.89,77.14,77.14,,,,,116.27,126.35,126.35,87.29,52.25,126.35,116.27,116.27,116.27,133.83,77.14,77.14,77.14,77.14,116.27,116.27,,,,,
2023-01-03 06:00:00+01:00,,138.92,,138.92,138.92,156.05,,138.92,138.92,138.92,102.48,102.48,138.92,102.48,138.92,,,359.17,138.92,138.92,132.0,,,,191.58,191.58,191.58,,191.58,,,191.58,191.58,191.58,102.48,102.48,,,,,138.92,136.07,136.07,102.84,57.05,136.07,138.92,138.92,138.92,185.03,102.48,102.48,102.48,102.48,138.92,138.92,,,,,
2023-01-03 07:00:00+01:00,,159.92,,159.92,159.92,183.96,,159.92,159.92,159.92,154.96,154.96,155.59,154.96,159.92,,,349.17,159.92,159.92,175.0,,,,191.63,191.63,191.63,,191.63,,,191.63,191.63,191.63,154.96,154.96,,,,,159.92,154.96,154.96,102.52,60.97,154.96,140.83,142.11,159.92,201.71,102.09,102.09,154.96,154.96,159.92,159.92,,,,,
2023-01-03 08:00:00+01:00,,169.17,,169.17,169.17,185.2,,169.17,169.17,169.17,163.92,163.92,169.17,163.92,169.17,,,269.99,169.17,169.17,199.53,,,,199.74,199.74,199.74,,199.74,,,199.74,199.74,199.74,163.92,163.92,,,,,169.17,163.92,163.92,107.69,72.18,163.92,142.2,148.56,169.17,204.99,102.37,102.37,163.92,163.92,169.17,169.17,,,,,
2023-01-03 09:00:00+01:00,,171.18,,171.18,171.18,186.56,,171.18,171.18,171.18,167.07,167.07,171.18,167.07,171.18,,,198.49,171.18,171.18,188.0,,,,198.49,198.49,198.49,,198.49,,,198.49,198.49,198.49,167.07,167.07,,,,,171.18,167.07,167.07,102.53,80.69,167.07,141.56,158.89,171.18,210.02,99.65,99.65,167.07,167.07,171.18,171.18,,,,,
2023-01-03 10:00:00+01:00,,168.57,,168.57,168.57,184.08,,168.57,168.57,168.57,168.57,168.57,154.9,168.57,168.57,,,191.58,168.57,168.57,190.97,,,,191.58,191.58,191.58,,191.58,,,191.58,191.58,191.58,168.57,168.57,,,,,168.57,168.57,168.57,102.52,86.01,168.57,143.34,154.9,168.57,202.45,94.92,94.92,168.57,168.57,168.57,168.57,,,,,
2023-01-03 11:00:00+01:00,,169.49,,169.49,169.49,179.02,,169.49,169.49,169.49,169.49,169.49,146.71,169.49,169.49,,,180.2,169.49,169.49,192.3,,,,180.2,180.2,180.2,,180.2,,,180.2,180.2,180.2,169.49,169.49,,,,,169.49,169.49,169.49,107.95,92.85,169.49,141.65,146.71,169.49,199.96,107.95,107.95,169.49,169.49,169.49,169.49,,,,,
2023-01-03 12:00:00+01:00,,164.5,,164.5,164.5,171.42,,164.5,164.5,164.5,164.5,164.5,133.33,164.5,164.5,,,175.0,164.5,164.5,185.0,,,,175.0,175.0,175.0,,175.0,,,175.0,175.0,175.0,164.5,164.5,,,,,164.5,164.5,164.5,108.42,92.88,164.5,143.34,133.33,164.5,195.81,108.42,108.42,164.5,164.5,164.5,164.5,,,,,
2023-01-03 13:00:00+01:00,,160.91,,160.91,160.91,167.95,,160.91,160.91,160.91,160.91,160.91,130.0,160.91,160.91,,,174.76,160.91,160.91,185.0,,,,174.76,174.76,174.76,,174.76,,,174.76,174.76,174.76,160.91,160.91,,,,,160.91,160.91,160.91,109.05,94.0,160.91,141.59,130.0,160.91,186.14,109.05,109.05,160.91,160.91,160.91,160.91,,,,,
2023-01-03 14:00:00+01:00,,163.06,,163.06,163.06,170.04,,163.06,163.06,163.06,163.06,163.06,126.0,163.06,163.06,,,180.2,163.06,163.06,184.0,,,,180.2,180.2,180.2,,180.2,,,180.2,180.2,180.2,163.06,163.06,,,,,163.06,163.06,163.06,110.69,94.03,163.06,141.58,126.0,163.06,199.92,110.69,110.69,163.06,163.06,163.06,163.06,,,,,
2023-01-03 15:00:00+01:00,,171.42,,166.64,181.0,171.8,,166.42,167.73,167.73,167.73,167.73,120.0,167.73,166.46,,,269.97,173.75,180.43,179.0,,,,190.0,190.0,190.0,,190.0,,,190.0,190.0,190.0,167.73,167.73,,,,,166.79,167.73,167.73,118.83,94.03,167.73,170.74,120.0,181.0,198.55,118.83,118.83,167.73,167.73,171.42,171.36,,,,,
2023-01-03 16:00:00+01:00,,174.99,,166.64,201.06,172.47,,169.59,166.61,166.61,166.61,166.61,135.56,166.61,166.88,,,354.17,177.89,172.63,179.0,,,,194.9,194.9,194.9,,194.9,,,194.9,194.9,194.9,166.61,166.61,,,,,166.57,166.61,166.61,116.9,93.99,166.61,167.72,135.56,201.06,215.08,116.9,116.9,166.61,166.61,174.99,169.14,,,,,
2023-01-03 17:00:00+01:00,,171.27,,170.95,202.8,186.24,,165.85,170.72,170.72,170.72,170.72,156.3,170.72,171.23,,,369.17,184.43,201.09,191.0,,,,200.38,200.38,200.38,,200.38,,,200.38,200.38,200.38,170.72,170.72,,,,,170.82,170.72,170.72,115.49,93.98,170.72,167.97,156.3,202.8,223.44,115.49,115.49,170.72,170.72,178.01,178.59,,,,,
2023-01-03 18:00:00+01:00,,169.02,,168.97,173.62,180.86,,168.23,168.93,168.93,168.93,168.93,169.01,168.93,169.01,,,344.5,170.94,173.38,196.0,,,,200.0,200.0,200.0,,200.0,,,200.0,200.0,200.0,168.93,168.93,,,,,168.95,168.93,168.93,120.0,92.82,168.93,159.96,169.01,173.62,223.93,120.0,120.0,168.93,168.93,170.0,170.1,,,,,
